79615,71086,94812
3163,67389,84372
77013,82530,43409
99106,52263,24195
67133,53100,9198
59931,3341,12166
84735,28288,91262
61198,38669,11937
60298,92578,88219
18560,40712,47826
59759,25545,92586
64967,24946,37472
18405,44526,99648
61242,45810,9216
86926,25462,43177
17167,57358,92426
26624,24531,49949
87162,11949,41877
90129,98200,76805
9298,4966,59031
9292,29491,43170
62958,324,56293
3903,82848,73836
80735,45381,92163
65363,88276,85172
15796,44327,62674
48515,75278,5739
75135,50479,49770
24613,45847,70062
14047,1665,80452
49016,70035,26546
31112,11257,87113
28578,82768,87717
56538,72445,25341
60720,40475,24474
4771,26982,19907
64723,95963,61539
77286,41227,62271
40116,68617,59239
45738,15025,70309
13355,14064,11705
23774,11085,1207
17882,35566,98948
53621,25256,33628
96757,951,81228
86763,21758,34075
43635,91219,55071
3085,59649,36601
70892,59041,17202
25419,30622,5322
26400,23313,95131
3584,63995,18169
48306,85522,66913
18601,62582,51985
53947,98863,95092
25805,26912,16589
43178,51962,94786
80593,36162,79083
43711,12500,11495
88599,61184,32335
46520,73352,9730
30630,26245,96313
26056,65729,92292
62381,45486,89649
59804,88350,58588
97995,52624,14193
98794,52184,28865
9673,59240,18426
42238,53977,32586
88309,19533,25583
41856,39435,17511
44225,32614,95922
94337,14090,87014
16596,61650,73729
55031,60668,71294
11568,32699,21097
79382,42930,64431
40031,33222,16222
2264,21412,52973
62192,22770,76446
59083,75035,18877
98938,3151,10559
43088,91184,39130
61940,57739,95943
63832,73730,31806
35903,21276,40242
29971,95784,10518
4361,43835,81981
37401,90695,75440
65175,78782,25157
65890,9069,75176
78135,65676,46163
71523,25875,25112
13794,93515,24199
82581,71538,81443
88971,92464,97146
27919,51416,43846
13378,4788,95720
64840,91735,41971
32736,12812,51711
88362,90671,41393
48378,54433,2051
48529,77334,27911
51295,4207,67725
7531,35909,71788
62530,5513,98087
69530,82005,45057
88067,51645,77856
48575,60935,67118
48841,41556,84072
85306,94262,67483
59976,51554,54082
78763,10951,84251
4971,96828,60692
41547,14969,7412
10931,55058,78000
12013,97126,47042
58444,8054,9279
53547,38204,33768
45922,69829,20189
31829,90431,5791
56302,51948,38248
92353,21411,97528
86307,57631,91623
96962,16709,1552
32458,44843,56013
79982,29812,25013
95319,17106,75716
29914,34651,9195
33500,47906,52366
35179,6731,6967
20173,36929,71029
35528,79541,90727
49621,66800,63485
2298,87071,72372
32390,20076,35512
58537,45388,33651
57248,92397,83263
70635,25654,82157
9573,14242,98533
87726,70846,19803
59734,62637,13147
15605,4609,37600
26507,81563,51058
19135,17601,28372
22515,45565,78139
65139,93462,77222
36916,80950,47225
90565,8816,56036
44132,47611,37789
12700,74134,55863
52362,61392,98893
60995,43251,60195
15954,98708,40873
98731,82192,5321
25457,22635,60144
63154,80211,10090
32592,59173,86015
95625,15764,18652
18721,51908,76488
52980,12949,1350
74487,27820,91627
45187,47642,18297
72213,97473,89574
8226,69068,70088
28243,4732,38703
17243,58650,55067
9158,54524,58348
53892,96727,78780
81477,34314,19222
37203,84931,20237
43217,2941,52213
39167,58073,82212
99133,19835,8208
95906,37209,26634
70138,84401,40960
69760,66680,85297
83980,15542,28252
32670,34278,53227
53387,46635,4785
32523,76138,91732
51867,8549,8041
20847,79080,38268
3834,21994,128
93617,72090,2833
81891,56206,21853
30264,76159,82437
25579,1677,47387
86423,406,40187
79613,11886,63822
15333,39247,24235
26917,21560,17550
23988,40952,84621
70336,88394,17240
82782,67960,99448
55719,79672,12348
77556,43248,47336
99600,76047,2342
57254,4875,82760
53507,42029,73569
83099,48863,67519
52648,66946,78213
37152,43499,62202
33639,7963,11786
3201,603,20667
42443,10836,75905
14416,99903,8772
30187,25520,37084
5667,62000,79634
91397,49759,84476
48841,9753,51602
30485,77924,99486
7534,39646,31938
45997,56848,28824
48385,59862,1699
40966,55099,47207
32856,32008,43480
90638,36060,25192
88788,51071,67857
6601,33220,90901
44977,33473,7140
73959,43797,47349
84845,3689,80987
84757,55945,16161
37546,97691,55754
33579,63700,34365
3460,9957,39323
94944,61759,6911
24594,70685,18892
67690,11925,72612
61221,93825,71968
68033,7198,98869
91637,49561,58197
45077,71699,93289
55337,3074,59524
28275,26051,92037
70751,47922,42551
3485,16513,81345
74110,18897,22772
96850,94498,48060
60534,94544,48390
27858,13072,26383
99883,81227,84723
52113,91499,83066
8914,42286,62576
67989,77157,95273
86556,37096,80251
66022,32266,34457
4638,58564,75257
14983,45961,12288
42322,74075,5696
90200,71206,55138
1057,34206,84811
57206,1323,92493
86207,83891,71515
3879,69508,73198
55817,76234,49408
46262,28753,84737
9021,27027,77124
38747,55636,18235
24101,12077,51629
43849,61153,86672
81656,37265,29416
24609,18847,66770
65072,65796,81855
52050,87882,57778
71575,35349,37306
20769,64384,74816
78961,74540,45555
10924,42823,85667
66245,48720,1906
27198,16920,39890
77300,23016,12965
13978,39045,60950
97954,50158,84317
1356,89580,77124
72470,32635,22868
60723,99595,17871
59615,38707,24389
52435,92338,5
34005,34241,12686
3786,91730,29795
60534,89073,96062
63831,32044,12542
34382,30007,52599
67251,64222,4739
63408,64249,37732
69064,15451,11544
23912,65495,45017
24026,5662,5240
29957,49333,75215
86041,67640,69316
74518,30343,25467
92151,14908,94480
82668,40128,11854
90730,84064,54745
6605,55061,55697
31809,36447,69998
25835,6857,15516
5777,12297,39007
