218187489376571, 422566774358632, 312517190522922 @ 109, -241, -20
247545110083163, 192432035403088, 196197001106778 @ -98, 110, 37
231526899779747, 315440878619220, 226641908528446 @ 70, -124, 88
173690679890047, 145807048939104, 165415502811694 @ 275, 377, 160
198519142716261, 271107833643099, 382751271921538 @ 134, -170, -607
220936088721894, 251944246360182, 173486893674620 @ 17, -191, 135
230390644548207, 248868579304448, 211288187422422 @ -15, -147, -28
185557903379714, 200461866178385, 177146250671711 @ 273, -94, -112
290744210240235, 333443315805346, 368972996267237 @ 20, -43, -42
211078204160215, 81389178033560, 299463705825078 @ 107, 411, -124
437889692077409, 431112874926447, 380045465959360 @ -134, -130, -17
268877207746427, 204087465743720, 314922911436458 @ 41, 127, 12
199719087190451, 169213590684689, 228107271345686 @ 124, 220, -123
282380236428839, 411656091846557, 282867940696325 @ 24, -166, 62
397826856342987, 452211758080168, 330373331681146 @ -121, -199, 11
374618586912560, 252615688384091, 414701055188645 @ -53, 80, -46
213861282273674, 271929032410267, 423566291770375 @ 121, 32, -136
274481283519179, 254578847470664, 317281064015738 @ 13, 36, -33
213494888794309, 293466234266568, 228979385511382 @ 113, -49, 103
343411682019371, 404942906921480, 178038706926192 @ -140, -273, 196
192352243335947, 170795309733782, 156307732787006 @ 180, 309, 173
296188169759365, 244256411093954, 149453488908028 @ -18, 57, 251
189342492734919, 314014840719343, 122425570017245 @ 168, -332, 354
247162649115539, 105998776931752, 333214071620470 @ -62, 463, -482
207368289604003, 208550616378928, 178175262907962 @ 45, -58, 25
223109276940134, 194283940821317, 192599536479578 @ -47, 74, -39
175890421522315, 269264174469288, 334198472779386 @ 195, -59, -209
217965898959803, 229627973114324, 176383436151842 @ 16, -112, 103
115618946952539, 264179415714824, 26481777466214 @ 248, 55, 406
322922863045007, 295218163052482, 234199770059264 @ -50, -16, 120
293540216463294, 77079033898158, 331983113702637 @ 33, 281, 38
347580151826636, 552610880311787, 325500008424131 @ -19, -246, 58
169997064298997, 183812696371766, 110099209449658 @ 187, 156, 313
199191323698459, 185261515441772, 160896059282387 @ 68, 99, 66
353493761596321, 274698465927902, 301198392973368 @ -6, 69, 103
186674991963302, 211874452513883, 182967030401237 @ 231, -150, -84
242340518372339, 358344177251432, 181251080906450 @ 53, -193, 188
374043770146209, 474774304086652, 94295788089290 @ -81, -215, 321
210499382481801, 177512186318582, 184632182551292 @ -121, 234, -330
444397067199886, 233002159853181, 134288115474889 @ -111, 106, 266
306337577309473, 277387748008390, 284478350548201 @ -18, 17, 50
346716070516205, 232116346089890, 353561940487520 @ -73, 86, -46
450711584871453, 478200056201838, 284267394541492 @ -195, -238, 70
431538441846127, 451724385734838, 427283549634395 @ -96, -119, -36
219599688402249, 244730862987287, 209874941505970 @ -10, -240, -127
201313427071907, 168601630138128, 157007435499682 @ 97, 262, 200
438249143117269, 424119931464984, 298765861529975 @ -222, -209, 24
215169786915563, 201505002135480, 247795730191514 @ 124, 136, 135
370374106183235, 349924267180376, 381694662475748 @ -36, -17, 7
198274936976747, 189679389651512, 155226209680754 @ 84, 19, 167
188637865692515, 238710086408456, 187527962451662 @ 202, -345, -78
298578119394285, 159415079993552, 314518772814076 @ -129, 219, -188
262617744694139, 63095765371532, 374161116246500 @ 76, 285, 12
263920711620104, 270806325768152, 303212833144640 @ 11, -17, -53
290492632700775, 413091023502423, 485082862014038 @ -96, -430, -603
291219299932034, 206595628820447, 367604455779400 @ 19, 126, -41
260431613882226, 248229048867126, 329084622595363 @ -175, -167, -628
439102049496769, 369530307923446, 371404950446290 @ -162, -79, -31
257968558770714, 281078884795924, 298922329292961 @ 23, -37, -44
301358802493335, 205733437684346, 324809104729369 @ -40, 117, -58
201852329595883, 95473825297336, 94982116864450 @ 132, 353, 374
467684639369729, 264376256912432, 256231916787770 @ -183, 59, 121
283031177126147, 412491770424764, 186653148896594 @ 40, -123, 205
339282828623755, 243512640245882, 349445006190022 @ -28, 84, 7
282107071900583, 308553492651032, 334941273994508 @ 10, -41, -42
394544352562829, 137506031622212, 227643979610898 @ -122, 219, 145
406483682511589, 406376435436337, 262485321255614 @ -102, -106, 117
398570174321774, 464861989857797, 436669770404120 @ -53, -120, -33
277557227178647, 478655596305920, 329087019719498 @ 57, -167, 53
188098681704873, 201182913552424, 196748682285509 @ 170, 95, 96
220824434287762, 25912163965555, 46272290905758 @ 105, 416, 421
328250628245255, 206059181314970, 421991677850024 @ -134, 108, -324
318571081875635, 210542087415780, 503574925874530 @ -38, 116, -281
191806143345159, 326028987539124, 309381155794042 @ 153, -88, -23
384690549589466, 232452348649319, 511439032229471 @ -179, 72, -372
198846084039554, 216265375378557, 225156974398801 @ 133, 34, -22
185109670669244, 12706941956960, 43641783548659 @ 163, 423, 416
221105344157519, 241810380655562, 395248454330840 @ 26, -118, -882
262985831692337, 264306581492108, 233974019746148 @ -79, -115, -28
352980202408139, 481807077700748, 275698734979682 @ -52, -220, 91
245584314526803, 181910661443432, 188073598822350 @ 80, 159, 199
486424326428553, 478483299284374, 489268124278546 @ -331, -328, -307
84607269180419, 31310497114262, 102095256416750 @ 352, 438, 339
249794844265187, 413492647270280, 434505095753282 @ 31, -333, -354
253138459784132, 433721962579099, 314039773803905 @ -29, -604, -246
57063184441840, 2848723329813, 179657077519134 @ 281, 332, 221
212537612086449, 199942000207897, 231491111459510 @ 66, 76, -123
276716997669487, 321230090257675, 98214025033957 @ -88, -242, 400
217313988937643, 207066350283624, 159695593020282 @ -125, -145, 140
373039254978088, 418351417170392, 440315880352976 @ -33, -81, -45
205971263695199, 156423749157962, 235273358276780 @ 54, 372, -458
169032049328168, 191375939510495, 174714756027610 @ 319, 96, 89
241284760156765, 213633705299964, 273986496029776 @ 57, 97, 8
231523435971360, 228489578131039, 235856183447107 @ 5, -22, -82
252983542761269, 299480440400552, 285041416252730 @ 37, -65, -7
438841029654131, 411233172046176, 488186907692295 @ -116, -89, -116
476618445015599, 443378419493992, 235448704267905 @ -128, -97, 166
548515148436339, 369212112656432, 411233084497090 @ -277, -66, -64
235084601447111, 288801002347004, 254905125178070 @ -34, -323, -221
210815474330455, 183771003173272, 169093337712866 @ -25, 139, 51
223453610383232, 259282790436728, 100611635827082 @ 47, -113, 425
409903837974191, 309320061210647, 410213620779925 @ -80, 24, -26
200664501201994, 214208004490011, 170443224746393 @ 93, -140, 66
252107434605449, 108528804920758, 136069139545022 @ -17, 370, 291
343707687775007, 448008675359705, 288140729453288 @ -240, -534, -109
506078467934517, 441535791803524, 207285945417846 @ -171, -107, 191
355379228119331, 373167458767232, 479637645984386 @ -41, -66, -138
193797798537759, 201906209762360, 108370558375644 @ 158, -57, 706
193493291547483, 189753357420014, 304454307069450 @ 156, 108, -751
227264523175811, 227535163030568, 220790078350034 @ 51, 23, 40
217277712229271, 285062930429621, 291971345546024 @ 80, -152, -177
354830252462459, 132099677502728, 201376420384238 @ -32, 215, 192
185341031389468, 250460260179714, 41915697374578 @ 197, -199, 817
294648208196255, 227863682383273, 245974501368731 @ -176, 10, -60
175644806143963, 195231892463304, 162755375935978 @ 317, 41, 142
196480732288294, 201591457358128, 194254859827134 @ 143, 103, 125
531147271206795, 259617234789502, 399336989294874 @ -220, 74, -23
173328857832331, 301587043811133, 192796692515747 @ 180, -20, 186
487366811837399, 263146090734452, 462894050296310 @ -151, 76, -70
287879979651467, 381808901282290, 461197492201210 @ 52, -47, -71
93328649189759, 26248115804612, 49995133784360 @ 290, 377, 390
292553050712949, 248133729492768, 220661696957771 @ 18, 71, 156
247123755360443, 278822927710248, 126447888020746 @ 55, -13, 292
205604258593800, 320800110216493, 242202181198269 @ 131, -58, 106
207286557485215, 159193041484164, 211343065768074 @ -45, 508, -683
261011778004939, 282090662850632, 360754912762250 @ -118, -243, -594
366372507252833, 261730973147386, 313848450194648 @ -95, 46, 18
200675222189585, 213195258457802, 163113489498041 @ 70, -251, 86
229766991676604, 324420786234443, 132764846007159 @ 103, -24, 272
233197540416981, 252663735890655, 189149976637092 @ 30, -58, 131
551758591442549, 317434445725907, 414246348847160 @ -234, 14, -33
266505418321892, 210846000959996, 327070235871119 @ 19, 107, -68
415341778479239, 334137260920643, 498517411363879 @ -152, -48, -224
341243266909844, 313402743468757, 271648670050749 @ -47, -16, 88
429253377166361, 553469201787950, 476558267750136 @ -119, -264, -122
285246964184633, 406063955848160, 236170320081561 @ 22, -153, 130
227382783338389, 229593188301165, 291763979262386 @ 98, 86, 33
371393091005381, 332181332422916, 414664971173030 @ -26, 11, -11
295303657865079, 166167683087264, 226767016642262 @ 33, 177, 162
190511535560235, 9219366352168, 296515859283426 @ 156, 487, -28
320530971757025, 403540372078112, 334498243996214 @ -45, -181, -33
369733277446451, 211936845599162, 168691665080888 @ -56, 124, 228
231181433150507, 273561808328896, 306128452343458 @ 76, -22, -58
214043005397259, 203645084352092, 174825313374850 @ -12, -21, 49
227687623044354, 218571675056187, 199351922241360 @ 41, 40, 91
402517424550319, 523219204178372, 439330837837110 @ -73, -204, -58
392982884025931, 288312405947464, 441558421576890 @ -111, 20, -131
401375240184702, 221198061028482, 541978454454548 @ -115, 109, -249
460789113388994, 269555798627036, 307185128129600 @ -107, 75, 99
146557416689339, 109661508926432, 103473174943010 @ 298, 384, 396
209850871729361, 212165368167476, 162908120703152 @ -61, -259, 80
283865324628374, 286310975082482, 336187281130685 @ 37, 29, 18
363752349292959, 364338119210717, 424832473039980 @ -16, -18, -17
172177969652473, 17105875767158, 304684280315760 @ 219, 678, -236
259508908932596, 277357839909803, 259475847139790 @ 17, -34, 29
202590478447655, 179288341416660, 234590195444154 @ 136, 163, 121
235908430631009, 279316247590842, 216375695579495 @ 22, -139, 48
255033321738497, 330823756187032, 145836279008283 @ -14, -241, 262
294875061213557, 134131943755328, 259096890879686 @ 39, 211, 131
228407861241887, 230478783727664, 201594147304790 @ 19, -27, 54
293412677139998, 451626582277610, 496863056041280 @ -43, -363, -421
215706007850474, 234310175720234, 185835801829460 @ -37, -303, -61
172787440253597, 192472476831530, 116146942741745 @ 310, 81, 504
214750602238147, 195161664305320, 243432974620666 @ 15, 71, -367
195110086900331, 196922406141288, 197386318990650 @ 142, -74, -476
192828459228011, 174093542493704, 164809937334938 @ 172, 258, 70
377690397113389, 537389168721472, 490471586544400 @ -202, -521, -401
186436861369681, 155775820143126, 5978174705268 @ 161, 200, 476
213571050502796, 305021137306949, 172330565977124 @ 101, -148, 195
221845157530388, 255456728002691, 173155151010878 @ 37, -142, 157
205679143768689, 317760416420172, 87602854062535 @ 78, -709, 652
233972821255379, 305083270506712, 274805863721170 @ 25, -227, -140
235592283807893, 410990846676011, 457908691276527 @ 34, -480, -608
417252866685453, 394738457791274, 359865668946440 @ -219, -192, -96
206500202846264, 256535196755432, 135051442506500 @ 47, -481, 383
185695536952651, 191208134840648, 195546369678362 @ 215, 90, -84
210713655879539, 211225913549132, 198113362540310 @ 58, -6, -18
261292203869294, 323241101432198, 456891907896443 @ 83, 21, -50
251060694976859, 281909149925330, 358419293335055 @ 68, 17, -46
298270977956133, 349728958018374, 373151928770270 @ -229, -452, -561
364728658142934, 339476400747642, 445075099076895 @ -57, -31, -106
238259352607679, 402592303972052, 82369731900020 @ -26, -723, 522
327011202003754, 358835293546122, 371425954275210 @ -15, -59, -23
308572379501567, 326520914026184, 270233115165734 @ -211, -297, -128
189003777687369, 279146253002922, 159255565607405 @ 158, -11, 234
470070380998654, 398687409040702, 362740164193475 @ -261, -163, -66
176058988255331, 218202803327892, 229481748393706 @ 184, 89, 97
283701401834475, 286339794135400, 243383449936442 @ -19, -37, 75
322209744902375, 285151041214136, 389223801784910 @ -15, 27, -56
370122298772019, 365467524657632, 201663972146950 @ -24, -21, 199
284873297928479, 217970573267888, 100592743720150 @ 58, 123, 299
202597289456237, 252168926544368, 139168135303676 @ 135, 43, 268
230650641748533, 194871712283483, 191832975676033 @ -10, 102, 68
193383620827930, 211491476351923, 181596667035350 @ 161, -128, -51
408278509872299, 391228450735992, 334570530605610 @ -104, -88, 32
190463197800155, 274896788605448, 201892417058162 @ 194, -845, -304
217407649288665, 217873308026022, 305591970635530 @ 107, 94, -31
233541543357494, 224991057805055, 135605427238331 @ -107, -124, 348
365473205546095, 299518864347167, 310100407412513 @ -48, 24, 66
191333573404187, 145083532071008, 68084568212474 @ 170, 398, 785
501927382552429, 488197499168268, 518403565149304 @ -187, -175, -152
332536358436865, 104281909758699, 306805691121913 @ -10, 248, 70
358093525295609, 378428206009322, 256432384193190 @ -59, -90, 115
266809407954339, 256879986613912, 325844666283860 @ 48, 55, 6
325628425277326, 507254127151315, 192036788366827 @ -159, -604, 152
220086170001408, 145737699276809, 51304253922819 @ 87, 246, 488
200496566225063, 207408289481713, 147102163056478 @ 64, -212, 301
532796896719425, 517023677463188, 472763376344954 @ -423, -407, -295
358660863901069, 369116533440014, 330478204527670 @ -162, -195, -91
314424345559373, 423625375290148, 194045819512100 @ -59, -259, 174
259707879828127, 253646644874172, 219036127033214 @ -6, -11, 87
194944304770111, 207577080765677, 149627219174283 @ 144, -306, 268
227417712097544, 221143693919678, 251872268514275 @ 43, 33, -76
336409926796047, 244516283772396, 345082887082654 @ -24, 83, 13
183637429237578, 207938870704610, 326607369038005 @ 171, 105, -116
209827782077099, 199028826981160, 202030451200634 @ 88, 91, 45
209472323005991, 424563613950778, 281308224244082 @ 106, -532, -123
278630950990928, 399877095615054, 313668553591893 @ 61, -67, 80
273765578214239, 284236428842132, 191116078230050 @ -110, -175, 117
285848786770827, 241340184315272, 438909140515874 @ 56, 99, -42
249240240321872, 176846266507765, 280264883823635 @ -35, 176, -186
347784136150549, 335776861425501, 454380443557293 @ -42, -32, -128
205264221468995, 189072934063788, 218109426994198 @ 70, 106, -250
286964297738209, 232956529638962, 280081708170855 @ -58, 45, -40
